"Model","File","OldName","NewName","Folder","Description","Candidate","Line"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Compromis :","Compromis :","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","858"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","croissance_soldem_ca_operation_+","croissance_soldem_ca_operation_+","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","636"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","CroissanceSoldem_CA_Operation_YTD N-1","CroissanceSoldem_CA_Operation_YTD N-1","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","631"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","CroissanceSoldem_CA_Operation_YTD_test","CroissanceSoldem_CA_Operation_YTD_test","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1975"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","DAF Financements obtenus","DAF Financements obtenus","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","977"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","DAF Trésoreries","DAF Trésoreries","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","971"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Dates données GL","Dates données GL","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1113"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","DDC Livraisons","DDC Livraisons","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","938"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Découpage 2","Découpage 2","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1474"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Découpage1","Découpage1","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1469"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Dette avec PP","Dette avec PP","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","424"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Dette YTD","Dette YTD","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","2011"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","DIS dénominateur","DIS dénominateur","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1736"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","DIS indicateur % de loyer / loyer plafond","DIS indicateur % de loyer / loyer plafond","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1741"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","DIS numérateur","DIS numérateur","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1731"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","DistinctCount_CodeCA_par_Tranche","DistinctCount_CodeCA_par_Tranche","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","1118"
"Activité de développement et rehab.SemanticModel","Activité de développement et rehab\Activité de développement et rehab.SemanticModel\definition\tables\Mesure.tmdl","Dont CDI :","Dont CDI :","À vérifier","À vérifier avant usage. Cette mesure n'a pas été retrouvée dans les rapports analysés et doit être confirmée avec le métier. Elle est conservée temporairement pour éviter de supprimer un calcul potentiellement utile.","True","897"
